START | Pos: [7.15886, -0.16933, -2.1896] | Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [7.1589, -0.1693, -2.1896], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
