START | Pos: [17.96851, 0.19441, -4.78807] | Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [17.9685, 0.1944, -4.7881], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [19.5086, 0.1944, -6.4376], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [19.5086, 0.1944, -6.4376], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [19.5086, 0.1944, -6.4376], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [19.5086, 0.1944, -6.4376], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [19.2586, 0.1944, -6.4376], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [19.2586, 0.1944, -6.4376], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [19.2586, 0.1944, -6.4376], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [19.2586, 0.1944, -6.4376], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [19.2586, 0.1944, -6.4376], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [19.2586, 0.1944, -6.4376], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [19.2586, 0.1944, -6.4376], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [19.2586, 0.1944, -6.4376], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [19.2586, 0.1944, -6.4376], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [19.2586, 0.1944, -6.4376], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [19.2586, 0.1944, -6.4376], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [19.2586, 0.1944, -6.4376], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [19.0421, 0.1944, -6.5626], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [19.0421, 0.1944, -6.5626], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [19.0421, 0.1944, -6.5626], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [19.0421, 0.1944, -6.5626], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [19.0421, 0.1944, -6.5626], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [19.0421, 0.1944, -6.5626], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [19.0421, 0.1944, -6.5626], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [19.0421, 0.1944, -6.5626], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [19.0421, 0.1944, -6.5626], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [19.0421, 0.1944, -6.5626], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [19.0421, 0.1944, -6.5626], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [19.0421, 0.1944, -6.5626], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [18.9171, 0.1944, -6.7791], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [18.9171, 0.1944, -6.7791], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [18.9171, 0.1944, -6.7791], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [18.9171, 0.1944, -6.7791], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [18.9171, 0.1944, -6.7791], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [18.9171, 0.1944, -6.7791], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [18.9171, 0.1944, -6.7791], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [19.0421, 0.1944, -6.5626], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [19.1671, 0.1944, -6.3461], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [19.1671, 0.1944, -6.3461], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [19.1671, 0.1944, -6.3461], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [19.1671, 0.1944, -6.3461], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [19.1671, 0.1944, -6.3461], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [19.1671, 0.1944, -6.3461], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [19.1671, 0.1944, -6.3461], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [19.1671, 0.1944, -6.3461], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [19.1671, 0.1944, -6.3461], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [19.1671, 0.1944, -6.3461], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [19.1671, 0.1944, -6.3461], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [19.1671, 0.1944, -6.3461], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
forward, Pos: [19.1671, 0.1944, -6.0961], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
right, Pos: [19.1671, 0.1944, -6.0961], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
right, Pos: [19.1671, 0.1944, -6.0961], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
right, Pos: [19.1671, 0.1944, -6.0961], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
right, Pos: [19.1671, 0.1944, -6.0961], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
right, Pos: [19.1671, 0.1944, -6.0961], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
right, Pos: [19.1671, 0.1944, -6.0961], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
right, Pos: [19.1671, 0.1944, -6.0961], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
forward, Pos: [19.2921, 0.1944, -6.3126], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
right, Pos: [19.2921, 0.1944, -6.3126], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
right, Pos: [19.2921, 0.1944, -6.3126], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [19.2921, 0.1944, -6.3126], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [19.5086, 0.1944, -6.1876], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [19.5086, 0.1944, -6.1876], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [19.5086, 0.1944, -6.1876], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [19.5086, 0.1944, -6.1876], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [19.5086, 0.1944, -6.1876], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [19.5086, 0.1944, -6.1876], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [19.5086, 0.1944, -6.1876], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [19.5086, 0.1944, -6.1876], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
forward, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [19.2921, 0.1944, -6.3126], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [19.2921, 0.1944, -6.3126], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [19.2921, 0.1944, -6.3126], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [19.2921, 0.1944, -6.3126], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [19.2921, 0.1944, -6.3126], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [19.2921, 0.1944, -6.3126], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [19.2921, 0.1944, -6.3126], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [19.2921, 0.1944, -6.3126], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [19.2921, 0.1944, -6.3126], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [19.2921, 0.1944, -6.3126], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [19.2921, 0.1944, -6.3126], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [19.2921, 0.1944, -6.3126], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [19.5086, 0.1944, -6.1876], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [19.5086, 0.1944, -6.1876], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [19.5086, 0.1944, -6.1876], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [19.5086, 0.1944, -6.1876], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [19.5086, 0.1944, -6.1876], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [19.5086, 0.1944, -6.1876], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [19.5086, 0.1944, -6.1876], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [19.5086, 0.1944, -6.1876], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [19.2586, 0.1944, -6.1876], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [19.0421, 0.1944, -6.3126], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [19.2921, 0.1944, -6.3126], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [19.2921, 0.1944, -6.3126], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [19.2921, 0.1944, -6.3126], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [19.2921, 0.1944, -6.3126], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [19.2921, 0.1944, -6.3126], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [19.2921, 0.1944, -6.3126], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [19.2921, 0.1944, -6.3126], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [19.2921, 0.1944, -6.3126], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [19.2921, 0.1944, -6.3126], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [19.2921, 0.1944, -6.3126], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [19.2921, 0.1944, -6.3126], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [19.2921, 0.1944, -6.3126], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [19.5086, 0.1944, -6.1876], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [19.5086, 0.1944, -6.1876], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [19.5086, 0.1944, -6.1876], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [19.5086, 0.1944, -6.1876], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [19.6336, 0.1944, -6.4041], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [19.6336, 0.1944, -6.4041], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [19.6336, 0.1944, -6.4041], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [19.6336, 0.1944, -6.4041], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [19.6336, 0.1944, -6.4041], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [19.6336, 0.1944, -6.4041], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [19.6336, 0.1944, -6.4041], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [19.6336, 0.1944, -6.4041], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [19.6336, 0.1944, -6.4041], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
