START | Pos: [4.965, -2.8789, -0.03949] | Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [4.9650, -2.8791, -0.0395], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [4.4601, -2.9751, -4.5497], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [4.3351, -2.9702, -4.3331], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [4.2101, -2.9673, -4.1166], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [4.0851, -2.9792, -3.9001], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [3.9601, -2.9911, -3.6836], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [3.8351, -3.0037, -3.4671], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [3.7101, -3.0173, -3.2506], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [3.5851, -3.0240, -3.0341], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [3.4601, -3.0149, -2.8176], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [3.3352, -3.0703, -2.6010], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [3.2102, -2.9982, -2.3845], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [3.0852, -2.9174, -2.1680], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [2.9602, -2.8791, -1.9515], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [2.8352, -2.8791, -1.7350], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [2.7102, -2.8791, -1.5185], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [2.5852, -2.8791, -1.3020], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [2.4602, -2.8511, -1.0855], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [2.3352, -2.7920, -0.8689], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [2.2103, -2.7929, -0.6524], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [2.0853, -2.7938, -0.4359], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [1.9603, -2.7947, -0.2194], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [1.8353, -2.7956, -0.0029], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [1.7103, -2.7964, 0.2136], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [1.7103, -2.7964, 0.2136], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [1.7103, -2.7782, 0.4636], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [1.7103, -2.7782, 0.4636], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [1.5853, -2.7791, 0.6801], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [1.5853, -2.7791, 0.6801], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [1.5853, -2.8791, 0.9301], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [1.5853, -2.8791, 0.9301], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [1.4603, -2.8791, 1.1466], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [1.4603, -2.8791, 1.1466], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [1.4604, -2.8791, 1.3966], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [1.4604, -2.8791, 1.3966], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [1.3354, -2.8791, 1.6132], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [1.3354, -2.8791, 1.6132], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [1.3354, -2.8174, 1.8632], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [1.3354, -2.8742, 2.1132], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [1.3354, -2.8791, 2.3632], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [1.3354, -2.8791, 2.6132], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [1.3354, -2.8791, 2.8632], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [1.3354, -2.8791, 3.1132], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
forward, Pos: [1.3354, -2.8791, 3.3632], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
left, Pos: [1.3354, -2.8791, 3.3632], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [1.4490, -2.8791, 3.5835], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [1.5740, -2.8791, 3.8000], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
forward, Pos: [1.6990, -2.8791, 4.0165], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [1.6990, -2.8791, 4.0165], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [1.9155, -2.8791, 4.1415], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
forward, Pos: [2.1320, -2.8791, 4.2665], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [2.1320, -2.8791, 4.2665], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [2.3820, -2.8791, 4.2665], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [2.6320, -2.8791, 4.2664], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [2.8820, -2.8791, 4.2664], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [3.1320, -2.8791, 4.2664], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
forward, Pos: [3.3820, -2.8791, 4.2664], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
right, Pos: [3.3820, -2.8791, 4.2664], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
right, Pos: [3.3820, -2.8791, 4.2664], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
right, Pos: [3.3820, -2.8791, 4.2664], Rot: [0.0000, -1.0000, 0.0000, 0.0000]
right, Pos: [3.3820, -2.8791, 4.2664], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
right, Pos: [3.3820, -2.8791, 4.2664], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
right, Pos: [3.3820, -2.8791, 4.2664], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
right, Pos: [3.3820, -2.8791, 4.2664], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [3.1655, -2.8791, 4.1414], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [3.1655, -2.8791, 4.1414], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [2.9155, -2.8791, 4.1414], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [2.6655, -2.8791, 4.1414], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [2.4155, -2.8791, 4.1415], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [2.1655, -2.8791, 4.1415], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [1.9155, -2.8791, 4.1415], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [1.6655, -2.8791, 4.1415], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
stop, Pos: [1.6655, -2.8791, 4.1415], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
