START | Pos: [-7.704, 0.36488, -17.870352] | Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-7.9540, 0.3649, -17.8703], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [-6.2622, 1.1649, -30.3548], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
